label,message
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Your WhatsApp account will be banned in 24 hours. Verify at +919987562048
ham,Did you finish the project report? Need to submit it by EOD.
spam,Airtel: Your account has won a special bonus. Dial 08724820490 to redeem now.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +918537621671
spam,You have won a free trip to Goa! Text YES to 918767992757 to claim your package.
spam,Your SIM has been deactivated. Reactivate now by calling +917269666551
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 917824079795
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 917255175950
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 918954319944
spam,URGENT: Your PAN card has been blocked. Verify immediately at 08231969489
ham,Can you pick up the kids from school today? I have a meeting.
ham,Don't forget to bring milk on your way back from office.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +917651289432
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +918292982807
spam,Your SIM has been deactivated. Reactivate now by calling +917608148478
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Airtel: Your account has won a special bonus. Dial 919843757821 to redeem now.
ham,Your parcel has been delivered. Check at the security desk.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +919662052970
spam,Your WhatsApp account will be banned in 24 hours. Verify at 09536415337
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 07496155533
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,LIC Policy: You're eligible for bonus amount. Contact 07222786329 to claim.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 917051807448
spam,You have won a free trip to Goa! Text YES to 919152360571 to claim your package.
spam,LIC Policy: You're eligible for bonus amount. Contact 07958305641 to claim.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Airtel: Your account has won a special bonus. Dial 917793880592 to redeem now.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 918569280359
spam,LIC Policy: You're eligible for bonus amount. Contact +919635064187 to claim.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 08476040317
ham,Can you pick up the kids from school today? I have a meeting.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 919613993147
ham,Did you finish the project report? Need to submit it by EOD.
spam,Airtel: Your account has won a special bonus. Dial +917071285902 to redeem now.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Did you finish the project report? Need to submit it by EOD.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 09310348361
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Aadhaar Alert: Your document needs verification. Contact 09788367273 immediately.
spam,Win ₹10000 cash prize! Call 919561075853 to claim your reward. Hurry!
ham,Did you finish the project report? Need to submit it by EOD.
spam,Win ₹10000 cash prize! Call 917979783899 to claim your reward. Hurry!
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +917276735319
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 09237323408
spam,Aadhaar Alert: Your document needs verification. Contact 09882009826 immediately.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 917688322158
spam,Aadhaar Alert: Your document needs verification. Contact +919876867434 immediately.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +919043518552
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Your SIM has been deactivated. Reactivate now by calling 917310115235
spam,Your WhatsApp account will be banned in 24 hours. Verify at 08798225046
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +918783632124
ham,Remember to wish Papa happy birthday at midnight!
spam,Aadhaar Alert: Your document needs verification. Contact 08888113861 immediately.
ham,Don't forget to bring milk on your way back from office.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +918422979900
ham,Call me when you're free. Need to discuss something important.
ham,Remember to wish Papa happy birthday at midnight!
ham,Let's meet for chai at the usual place at 5 PM?
ham,Remember to wish Papa happy birthday at midnight!
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +918946410041 to process.
ham,Can you pick up the kids from school today? I have a meeting.
spam,Your SIM has been deactivated. Reactivate now by calling 09808272710
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 08177830305
spam,You have won a free trip to Goa! Text YES to 919748923523 to claim your package.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 919691105970
spam,Your WhatsApp account will be banned in 24 hours. Verify at 08205536126
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +917318722463
spam,Your SIM has been deactivated. Reactivate now by calling +918575492223
spam,Your SIM has been deactivated. Reactivate now by calling 08238622399
spam,Airtel: Your account has won a special bonus. Dial +919856908289 to redeem now.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,You have won a free trip to Goa! Text YES to +919957209872 to claim your package.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +919401010203
ham,Call me when you're free. Need to discuss something important.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +919726168169
ham,Can you pick up the kids from school today? I have a meeting.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Can you pick up the kids from school today? I have a meeting.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 08396564184
ham,Call me when you're free. Need to discuss something important.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 918766049017
ham,Your parcel has been delivered. Check at the security desk.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +919043451674
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 07279205784 to process.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +918485666177
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +918915362622
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Win ₹10000 cash prize! Call 09796519080 to claim your reward. Hurry!
ham,Let's meet for chai at the usual place at 5 PM?
spam,Aadhaar Alert: Your document needs verification. Contact 917886608067 immediately.
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Your WhatsApp account will be banned in 24 hours. Verify at 919118012420
ham,Call me when you're free. Need to discuss something important.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,LIC Policy: You're eligible for bonus amount. Contact 918086668522 to claim.
ham,Can you pick up the kids from school today? I have a meeting.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +917405287064
spam,Aadhaar Alert: Your document needs verification. Contact +918613790800 immediately.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Can you pick up the kids from school today? I have a meeting.
spam,You have won a free trip to Goa! Text YES to +917151737363 to claim your package.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 919789622161
spam,Your WhatsApp account will be banned in 24 hours. Verify at 919831886548
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +918162395356
spam,LIC Policy: You're eligible for bonus amount. Contact 07258843344 to claim.
spam,LIC Policy: You're eligible for bonus amount. Contact +918718971758 to claim.
spam,You have won a free trip to Goa! Text YES to 918402503436 to claim your package.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +917271092488
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,LIC Policy: You're eligible for bonus amount. Contact +919332216227 to claim.
ham,Remember to wish Papa happy birthday at midnight!
spam,You have won a free trip to Goa! Text YES to +918750626055 to claim your package.
ham,Call me when you're free. Need to discuss something important.
spam,Your SIM has been deactivated. Reactivate now by calling +918797361466
spam,Aadhaar Alert: Your document needs verification. Contact 917224992519 immediately.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +917474531631 to process.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Let's meet for chai at the usual place at 5 PM?
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +917058265202
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +918817896457
ham,Can you pick up the kids from school today? I have a meeting.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 08723640851
spam,Win ₹10000 cash prize! Call 09057265516 to claim your reward. Hurry!
spam,LIC Policy: You're eligible for bonus amount. Contact 919114514715 to claim.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 09226833519
spam,LIC Policy: You're eligible for bonus amount. Contact 918171131003 to claim.
spam,Your SIM has been deactivated. Reactivate now by calling +917276751972
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +917361045782
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 917024874794
ham,Call me when you're free. Need to discuss something important.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 07464255223
spam,Your SIM has been deactivated. Reactivate now by calling 07368445887
spam,Your SIM has been deactivated. Reactivate now by calling 918248178554
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Call me when you're free. Need to discuss something important.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 07559323139
spam,Your SIM has been deactivated. Reactivate now by calling +919295560189
spam,Win ₹10000 cash prize! Call 919368220434 to claim your reward. Hurry!
spam,URGENT: Your PAN card has been blocked. Verify immediately at +919353677300
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +919459545443 to process.
spam,You have won a free trip to Goa! Text YES to 08024222435 to claim your package.
ham,Remember to wish Papa happy birthday at midnight!
spam,Airtel: Your account has won a special bonus. Dial 08003491571 to redeem now.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,You have won a free trip to Goa! Text YES to +918903723692 to claim your package.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +917662366342
spam,LIC Policy: You're eligible for bonus amount. Contact 917749310064 to claim.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 917367917320
spam,URGENT: Your PAN card has been blocked. Verify immediately at +917750201347
ham,Your parcel has been delivered. Check at the security desk.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,Win ₹10000 cash prize! Call 917052313234 to claim your reward. Hurry!
spam,LIC Policy: You're eligible for bonus amount. Contact 08357709542 to claim.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +917573813045 to process.
ham,Call me when you're free. Need to discuss something important.
ham,Your parcel has been delivered. Check at the security desk.
spam,You have won a free trip to Goa! Text YES to 07491670326 to claim your package.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +919101097286
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +918418539512
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Your SIM has been deactivated. Reactivate now by calling 08280874653
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 08118019054 to process.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 08192710998
ham,Can you pick up the kids from school today? I have a meeting.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 07756666354
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Remember to wish Papa happy birthday at midnight!
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Airtel: Your account has won a special bonus. Dial +918814744185 to redeem now.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 919774187014
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +917054684844
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Win ₹10000 cash prize! Call 07410138608 to claim your reward. Hurry!
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +919990504094
ham,Your parcel has been delivered. Check at the security desk.
spam,Win ₹10000 cash prize! Call +917336463742 to claim your reward. Hurry!
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +919481165906
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,Airtel: Your account has won a special bonus. Dial +918098361223 to redeem now.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Your parcel has been delivered. Check at the security desk.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Your parcel has been delivered. Check at the security desk.
spam,Your SIM has been deactivated. Reactivate now by calling 09352117663
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,LIC Policy: You're eligible for bonus amount. Contact 919983695991 to claim.
ham,Your parcel has been delivered. Check at the security desk.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 918633630966
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 08229334900
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +919423065607 to process.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 08861718619
spam,Your SIM has been deactivated. Reactivate now by calling 08780903539
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 917201721932
spam,Your SIM has been deactivated. Reactivate now by calling +918725611600
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 918835912071
ham,Your parcel has been delivered. Check at the security desk.
spam,LIC Policy: You're eligible for bonus amount. Contact +918511220180 to claim.
spam,LIC Policy: You're eligible for bonus amount. Contact +919368516535 to claim.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 09451286913
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 918636983914
ham,Did you finish the project report? Need to submit it by EOD.
spam,Your SIM has been deactivated. Reactivate now by calling 08219275153
spam,URGENT: Your PAN card has been blocked. Verify immediately at 918180009108
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +917164345955
spam,Win ₹10000 cash prize! Call 08870368788 to claim your reward. Hurry!
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Your parcel has been delivered. Check at the security desk.
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 917644337111
ham,Call me when you're free. Need to discuss something important.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 09599679176
spam,Aadhaar Alert: Your document needs verification. Contact +918583708892 immediately.
ham,Can you pick up the kids from school today? I have a meeting.
spam,LIC Policy: You're eligible for bonus amount. Contact +917841894752 to claim.
spam,Aadhaar Alert: Your document needs verification. Contact 919114117262 immediately.
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Your SIM has been deactivated. Reactivate now by calling +917805868412
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Don't forget to bring milk on your way back from office.
ham,Let's meet for chai at the usual place at 5 PM?
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +919913786726
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Remember to wish Papa happy birthday at midnight!
ham,Your parcel has been delivered. Check at the security desk.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 919735198539
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 917834101084
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +919471767182
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Win ₹10000 cash prize! Call +918276502296 to claim your reward. Hurry!
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 918081195525 to process.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 919726073148
spam,Win ₹10000 cash prize! Call +918226665928 to claim your reward. Hurry!
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 918315275450
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,LIC Policy: You're eligible for bonus amount. Contact 07649936894 to claim.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 07797019093
ham,Your parcel has been delivered. Check at the security desk.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 08473359586
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +917417737935
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +918561885629
spam,Win ₹10000 cash prize! Call +918925897837 to claim your reward. Hurry!
spam,LIC Policy: You're eligible for bonus amount. Contact 09855409727 to claim.
spam,Airtel: Your account has won a special bonus. Dial 08913232678 to redeem now.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +918666237301
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 08241549576
ham,Let's meet for chai at the usual place at 5 PM?
spam,Your SIM has been deactivated. Reactivate now by calling +918113028883
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +919354197560
spam,Win ₹10000 cash prize! Call +918786164487 to claim your reward. Hurry!
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 918520066543
spam,Aadhaar Alert: Your document needs verification. Contact +919117871850 immediately.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Your SIM has been deactivated. Reactivate now by calling 919446502561
spam,Your SIM has been deactivated. Reactivate now by calling +918221299265
ham,Did you finish the project report? Need to submit it by EOD.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,LIC Policy: You're eligible for bonus amount. Contact 07143227520 to claim.
ham,Remember to wish Papa happy birthday at midnight!
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +919699124139
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +919264762782
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +919281177732
ham,Can you pick up the kids from school today? I have a meeting.
ham,Let's meet for chai at the usual place at 5 PM?
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +917269229177
ham,Your parcel has been delivered. Check at the security desk.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Airtel: Your account has won a special bonus. Dial 919696284610 to redeem now.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Your SIM has been deactivated. Reactivate now by calling 917568581608
ham,Don't forget to bring milk on your way back from office.
spam,Your WhatsApp account will be banned in 24 hours. Verify at +917336881199
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +919418126612
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +918595506070
spam,Your WhatsApp account will be banned in 24 hours. Verify at 08990469381
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Your parcel has been delivered. Check at the security desk.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 07140839133
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 07992711287
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +919472276910
ham,Don't forget to bring milk on your way back from office.
ham,Don't forget to bring milk on your way back from office.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Airtel: Your account has won a special bonus. Dial 09717286425 to redeem now.
ham,Call me when you're free. Need to discuss something important.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,LIC Policy: You're eligible for bonus amount. Contact 08801389670 to claim.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 918806071704
spam,LIC Policy: You're eligible for bonus amount. Contact +918063084873 to claim.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Can you pick up the kids from school today? I have a meeting.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Airtel: Your account has won a special bonus. Dial 07334990712 to redeem now.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 917569159241
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Let's meet for chai at the usual place at 5 PM?
spam,LIC Policy: You're eligible for bonus amount. Contact 09540642688 to claim.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 917432289510
ham,Did you finish the project report? Need to submit it by EOD.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Your SIM has been deactivated. Reactivate now by calling 07553414830
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 08414749610
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +918088800006
ham,Remember to wish Papa happy birthday at midnight!
ham,Your parcel has been delivered. Check at the security desk.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Your parcel has been delivered. Check at the security desk.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +917925352849 to process.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Aadhaar Alert: Your document needs verification. Contact +918802186136 immediately.
ham,Remember to wish Papa happy birthday at midnight!
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 917776247678
spam,You have won a free trip to Goa! Text YES to 918272065633 to claim your package.
spam,Airtel: Your account has won a special bonus. Dial 919600027965 to redeem now.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +919951569620
ham,Your parcel has been delivered. Check at the security desk.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Remember to wish Papa happy birthday at midnight!
spam,Your WhatsApp account will be banned in 24 hours. Verify at +917606788076
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 07015345065
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,URGENT: Your PAN card has been blocked. Verify immediately at +919618094447
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Your SIM has been deactivated. Reactivate now by calling +919186455731
spam,Airtel: Your account has won a special bonus. Dial 09524993705 to redeem now.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Remember to wish Papa happy birthday at midnight!
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Let's meet for chai at the usual place at 5 PM?
ham,Can you pick up the kids from school today? I have a meeting.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 09232385988
spam,You have won a free trip to Goa! Text YES to 919578339789 to claim your package.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 917060578553
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 07988132796
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 918455105543
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +919025631838
ham,Did you finish the project report? Need to submit it by EOD.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 07919817070
ham,Did you finish the project report? Need to submit it by EOD.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 08735386651
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +919979230997 to process.
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Aadhaar Alert: Your document needs verification. Contact 919352458148 immediately.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +917970395622
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 08932945081
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Airtel: Your account has won a special bonus. Dial 917341823502 to redeem now.
spam,URGENT: Your PAN card has been blocked. Verify immediately at +918453342464
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +917517838222
spam,Airtel: Your account has won a special bonus. Dial 919634269630 to redeem now.
spam,You have won a free trip to Goa! Text YES to +917038671958 to claim your package.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 07298664719
ham,Your parcel has been delivered. Check at the security desk.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +917926996899
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 919752919731
spam,Your WhatsApp account will be banned in 24 hours. Verify at +917302351696
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,LIC Policy: You're eligible for bonus amount. Contact 08850468648 to claim.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 918235280719
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,URGENT: Your PAN card has been blocked. Verify immediately at +917747026658
spam,Your WhatsApp account will be banned in 24 hours. Verify at 919493811371
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +918010388962
spam,Airtel: Your account has won a special bonus. Dial 07029695688 to redeem now.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +919343575494
